Success,Hop-number,Starting distance,Travel sum,Min used energy,Max used energy,Sum used energy,Optimal sum energy,Path optimal sum energy,Node energy 1,Node energy 2,Node energy 3,Node energy 4,Node energy 5,Node energy 6,Node energy 7,Node energy 8,Node energy 9,Node energy 10
1,2,9.8474174913,9.8884308833,13520.744352,13715.221126,27235.965478,27099.609375,27343.75,1483262.198,1484923.956,1495686.6658,1494956.35,1485649.3708,1495515.5271,1495515.5271,1483262.198,1484923.956,2000000
1,2,9.2006716288,9.5796872177,3627.0736591,13664.368644,17291.442303,26855.46875,27099.609375,1483262.198,1484923.956,1482022.2971,1494956.35,1482022.2971,1495515.5271,1495515.5271,1483262.198,1484923.956,2000000
1,2,9.2006716288,10.098964001,1990.0201744,15483.25015,17473.270324,26855.46875,13916.015625,1483262.198,1484923.956,1482022.2971,1494956.35,1480032.2769,1495515.5271,1480032.2769,1483262.198,1484923.956,2000000
1,2,9.2006716288,9.9456608305,722.67201023,15646.745073,16369.417084,26855.46875,13916.015625,1483262.198,1484923.956,1482022.2971,1479309.6049,1479309.6049,1495515.5271,1480032.2769,1483262.198,1484923.956,2000000
1,2,9.050523103,10.682137702,3075.485724,16568.7157,19644.201424,13549.804688,13549.804688,1483262.198,1484923.956,1478946.8114,1479309.6049,1479309.6049,1478946.8114,1480032.2769,1483262.198,1484923.956,2000000
1,2,9.8663254906,10.196115446,7943.5619753,13920.706627,21864.268602,27343.75,27343.75,1483262.198,1471003.2494,1478946.8114,1479309.6049,1479309.6049,1471003.2494,1480032.2769,1483262.198,1484923.956,2000000
1,1,9.2191517162,9.2191517162,13957.415114,13957.415114,13957.415114,26855.46875,14038.085938,1483262.198,1471003.2494,1478946.8114,1479309.6049,1479309.6049,1471003.2494,1480032.2769,1483262.198,1470966.5409,2000000
1,2,9.8474174913,9.8884308833,13760.733282,13760.733282,27521.466564,27099.609375,27343.75,1469501.4647,1471003.2494,1478946.8114,1479309.6049,1479309.6049,1471003.2494,1480032.2769,1469501.4647,1470966.5409,2000000
1,2,9.8663254906,9.8663353139,5925.6722694,13869.234245,19794.906514,27343.75,27343.75,1469501.4647,1471003.2494,1465077.5771,1479309.6049,1479309.6049,1465077.5771,1480032.2769,1469501.4647,1470966.5409,2000000
1,2,9.2191517162,9.5259194272,5745.9630505,14089.027053,19834.990103,26855.46875,27832.03125,1469501.4647,1471003.2494,1465077.5771,1479309.6049,1465220.5779,1465077.5771,1480032.2769,1469501.4647,1465220.5779,2000000
1,2,9.8474174913,10.17855537,4843.3275814,15374.139828,20217.46741,27099.609375,30273.4375,1464658.1371,1471003.2494,1465077.5771,1479309.6049,1465220.5779,1465077.5771,1464658.1371,1469501.4647,1465220.5779,2000000
1,2,9.2191517162,9.8335890275,1073.1596029,15162.186656,16235.346259,26855.46875,14038.085938,1464658.1371,1471003.2494,1465077.5771,1464147.4183,1465220.5779,1465077.5771,1464658.1371,1469501.4647,1464147.4183,2000000
1,2,9.2006716288,9.3606571797,7690.9771544,13473.648693,21164.625847,26855.46875,26855.46875,1464658.1371,1457529.6007,1465077.5771,1464147.4183,1457529.6007,1465077.5771,1464658.1371,1469501.4647,1464147.4183,2000000
1,2,9.0385209968,9.4474639587,1779.2109384,13751.074909,15530.285847,13427.734375,13427.734375,1464658.1371,1455750.3898,1465077.5771,1464147.4183,1457529.6007,1465077.5771,1464658.1371,1455750.3898,1464147.4183,2000000
1,1,9.050523103,9.050523103,13592.028304,13592.028304,13592.028304,13549.804688,13549.804688,1464658.1371,1455750.3898,1451485.5488,1464147.4183,1457529.6007,1465077.5771,1464658.1371,1455750.3898,1464147.4183,2000000
1,2,9.050523103,10.065895584,2126.1995344,14788.068966,16914.268501,13549.804688,13549.804688,1464658.1371,1455750.3898,1449359.3493,1464147.4183,1457529.6007,1465077.5771,1464658.1371,1455750.3898,1449359.3493,2000000
1,2,9.8474174913,10.17855537,15197.258503,15197.258503,30394.517006,27099.609375,30273.4375,1449460.8786,1455750.3898,1449359.3493,1464147.4183,1457529.6007,1465077.5771,1449460.8786,1455750.3898,1449359.3493,2000000
1,2,9.0843854457,10.08886779,6752.7483901,15149.77688,21902.52527,27099.609375,13549.804688,1449460.8786,1455750.3898,1449359.3493,1448997.6414,1457529.6007,1465077.5771,1449460.8786,1448997.6414,1449359.3493,2000000
1,2,9.8474174913,10.583681183,1415.4891393,17032.187676,18447.676815,27099.609375,15991.210938,1448045.3895,1455750.3898,1449359.3493,1448997.6414,1457529.6007,1448045.3895,1449460.8786,1448997.6414,1449359.3493,2000000
1,2,9.050523103,9.7298357436,5838.4837069,14008.735122,19847.218829,13549.804688,13549.804688,1448045.3895,1455750.3898,1443520.8656,1448997.6414,1443520.8656,1448045.3895,1449460.8786,1448997.6414,1449359.3493,2000000
1,2,9.2191517162,9.2242514473,7076.9499478,13467.990424,20544.940372,26855.46875,26855.46875,1448045.3895,1442282.3994,1443520.8656,1448997.6414,1443520.8656,1448045.3895,1449460.8786,1448997.6414,1442282.3994,2000000
1,2,9.2191517162,9.5131888568,7042.3945281,13757.636562,20800.03109,26855.46875,27343.75,1448045.3895,1442282.3994,1443520.8656,1448997.6414,1443520.8656,1448045.3895,1449460.8786,1435240.0048,1435240.0048,2000000
1,2,9.2006716288,10.098964001,9339.1852877,15279.198296,24618.383584,26855.46875,13916.015625,1448045.3895,1442282.3994,1443520.8656,1448997.6414,1434181.6803,1448045.3895,1434181.6803,1435240.0048,1435240.0048,2000000
1,2,9.8474174913,9.8658871918,13964.304903,14916.556828,28880.861731,27099.609375,30029.296875,1434081.0846,1442282.3994,1443520.8656,1434081.0846,1434181.6803,1448045.3895,1434181.6803,1435240.0048,1435240.0048,2000000
1,2,9.8474174913,10.583681183,2625.8808922,16590.185796,19216.066688,27099.609375,15991.210938,1431455.2037,1442282.3994,1443520.8656,1434081.0846,1434181.6803,1431455.2037,1434181.6803,1435240.0048,1435240.0048,2000000
1,2,9.0385209968,9.8294439392,12324.190424,13562.656665,25886.847089,13427.734375,13427.734375,1431455.2037,1429958.2089,1429958.2089,1434081.0846,1434181.6803,1431455.2037,1434181.6803,1435240.0048,1435240.0048,2000000
1,2,9.5807995473,9.6465599277,12605.112425,13663.436943,26268.549368,27099.609375,27343.75,1431455.2037,1429958.2089,1429958.2089,1434081.0846,1434181.6803,1431455.2037,1421576.5679,1421576.5679,1435240.0048,2000000
1,2,9.8474174913,9.8696106981,10309.552859,14094.354016,24403.906875,27099.609375,28076.171875,1421145.6508,1429958.2089,1429958.2089,1434081.0846,1434181.6803,1431455.2037,1421576.5679,1421576.5679,1421145.6508,2000000
1,2,9.8663254906,10.048913354,11357.981963,14084.458602,25442.440564,27343.75,28076.171875,1421145.6508,1429958.2089,1429958.2089,1434081.0846,1420097.2217,1420097.2217,1421576.5679,1421576.5679,1421145.6508,2000000
1,2,9.050523103,10.440657617,10996.993062,15119.868692,26116.861754,13549.804688,13549.804688,1421145.6508,1429958.2089,1418961.2159,1418961.2159,1420097.2217,1420097.2217,1421576.5679,1421576.5679,1421145.6508,2000000
1,2,9.2191517162,9.2242514473,4683.95173,13496.50985,18180.46158,26855.46875,26855.46875,1421145.6508,1416461.6991,1418961.2159,1418961.2159,1420097.2217,1420097.2217,1421576.5679,1421576.5679,1416461.6991,2000000
1,2,9.8474174913,9.8884308833,13357.936415,13788.853488,27146.789903,27099.609375,27343.75,1407787.7144,1416461.6991,1418961.2159,1418961.2159,1420097.2217,1420097.2217,1421576.5679,1407787.7144,1416461.6991,2000000
1,2,9.2191517162,10.354287088,10201.567413,15316.436216,25518.003629,26855.46875,14038.085938,1407787.7144,1416461.6991,1418961.2159,1418961.2159,1420097.2217,1420097.2217,1406260.1317,1407787.7144,1406260.1317,2000000
1,2,9.050523103,9.7298357436,12817.76489,13953.770727,26771.535617,13549.804688,13549.804688,1407787.7144,1416461.6991,1406143.451,1418961.2159,1406143.451,1420097.2217,1406260.1317,1407787.7144,1406260.1317,2000000
1,2,9.2191517162,9.8335890275,2403.2765922,15104.360793,17507.637385,26855.46875,14038.085938,1407787.7144,1416461.6991,1406143.451,1403856.8551,1406143.451,1420097.2217,1406260.1317,1407787.7144,1403856.8551,2000000
1,2,9.8474174913,10.583681183,4124.3780695,16433.88538,20558.26345,27099.609375,15991.210938,1403663.3363,1416461.6991,1406143.451,1403856.8551,1406143.451,1403663.3363,1406260.1317,1407787.7144,1403856.8551,2000000
1,2,9.2006716288,9.3606571797,3261.3190392,13579.56714,16840.88618,26855.46875,26855.46875,1403663.3363,1402882.1319,1406143.451,1403856.8551,1402882.1319,1403663.3363,1406260.1317,1407787.7144,1403856.8551,2000000
1,2,9.8474174913,9.8884308833,9595.3548382,13719.732908,23315.087746,27099.609375,27343.75,1394067.9815,1402882.1319,1406143.451,1403856.8551,1402882.1319,1403663.3363,1406260.1317,1394067.9815,1403856.8551,2000000
1,2,9.2191517162,9.897266971,11310.37017,13596.966074,24907.336244,26855.46875,27343.75,1394067.9815,1402882.1319,1392546.4849,1403856.8551,1402882.1319,1403663.3363,1406260.1317,1394067.9815,1392546.4849,2000000
1,2,9.0843854457,10.142974029,3233.3119688,15425.462149,18658.774118,27099.609375,13549.804688,1394067.9815,1402882.1319,1392546.4849,1403856.8551,1402882.1319,1403663.3363,1390834.6695,1390834.6695,1392546.4849,2000000
1,2,9.5807995473,9.8720157018,2207.1350957,14254.597517,16461.732613,27099.609375,27099.609375,1394067.9815,1388627.5344,1392546.4849,1403856.8551,1402882.1319,1403663.3363,1388627.5344,1390834.6695,1392546.4849,2000000
1,2,9.5807995473,9.7188360825,678.0407883,14932.638305,15610.679094,27099.609375,28076.171875,1394067.9815,1388627.5344,1392546.4849,1403856.8551,1387949.4936,1403663.3363,1387949.4936,1390834.6695,1392546.4849,2000000
1,2,9.5807995473,10.161656696,677.70971369,16585.071154,17262.780868,27099.609375,30029.296875,1394067.9815,1388627.5344,1392546.4849,1387271.7839,1387949.4936,1403663.3363,1387271.7839,1390834.6695,1392546.4849,2000000
1,2,9.050523103,10.682137702,5269.6461221,16386.497543,21656.143665,13549.804688,13549.804688,1394067.9815,1388627.5344,1387276.8388,1387271.7839,1387949.4936,1387276.8388,1387271.7839,1390834.6695,1392546.4849,2000000
1,2,9.5235999572,9.5291407865,8805.9244097,14080.625394,22886.549803,27099.609375,28076.171875,1394067.9815,1388627.5344,1387276.8388,1378465.8595,1387949.4936,1387276.8388,1387271.7839,1390834.6695,1378465.8595,2000000
1,2,9.5235999572,10.189704726,841.34879121,16443.470767,17284.819559,27099.609375,14892.578125,1377624.5107,1388627.5344,1387276.8388,1377624.5107,1387949.4936,1387276.8388,1387271.7839,1390834.6695,1378465.8595,2000000
1,2,9.8474174913,9.8884308833,1513.5034908,14723.662289,16237.16578,27099.609375,27343.75,1376111.0072,1388627.5344,1387276.8388,1377624.5107,1387949.4936,1387276.8388,1387271.7839,1376111.0072,1378465.8595,2000000
1,2,9.2006716288,9.3606571797,12876.48456,13554.525348,26431.009909,26855.46875,26855.46875,1376111.0072,1375073.0091,1387276.8388,1377624.5107,1375073.0091,1387276.8388,1387271.7839,1376111.0072,1378465.8595,2000000
1,2,9.5807995473,9.6069536304,13547.576015,13552.630877,27100.206892,27099.609375,27099.609375,1376111.0072,1375073.0091,1373724.2079,1377624.5107,1375073.0091,1387276.8388,1373724.2079,1376111.0072,1378465.8595,2000000
1,2,9.8474174913,10.583681183,5207.4513213,16373.282875,21580.734196,27099.609375,15991.210938,1370903.5559,1375073.0091,1373724.2079,1377624.5107,1375073.0091,1370903.5559,1373724.2079,1376111.0072,1378465.8595,2000000
1,2,9.5807995473,9.9926392565,9390.6928275,14132.344433,23523.03726,27099.609375,28320.3125,1370903.5559,1375073.0091,1373724.2079,1377624.5107,1375073.0091,1370903.5559,1364333.5151,1376111.0072,1364333.5151,2000000
1,2,9.8474174913,9.8658871918,8367.3312739,15088.286086,23455.61736,27099.609375,30029.296875,1362536.2246,1375073.0091,1373724.2079,1362536.2246,1375073.0091,1370903.5559,1364333.5151,1376111.0072,1364333.5151,2000000
1,2,9.050523103,9.5063192371,11235.293204,13622.092528,24857.385732,13549.804688,13549.804688,1362536.2246,1375073.0091,1362488.9147,1362536.2246,1375073.0091,1370903.5559,1364333.5151,1362488.9147,1364333.5151,2000000
1,2,9.8663254906,10.196115446,9706.1042777,13875.557444,23581.661722,27343.75,27343.75,1362536.2246,1361197.4516,1362488.9147,1362536.2246,1375073.0091,1361197.4516,1364333.5151,1362488.9147,1364333.5151,2000000
1,2,9.5807995473,9.7188360825,3497.4369894,14236.930985,17734.367975,27099.609375,28076.171875,1362536.2246,1361197.4516,1362488.9147,1362536.2246,1360836.0781,1361197.4516,1360836.0781,1362488.9147,1364333.5151,2000000
1,2,9.8474174913,9.8696106981,12308.066482,14105.356927,26413.423409,27099.609375,28076.171875,1350228.1582,1361197.4516,1362488.9147,1362536.2246,1360836.0781,1361197.4516,1360836.0781,1362488.9147,1350228.1582,2000000
1,2,9.5807995473,9.6069536304,11960.473343,13613.309955,25573.783298,27099.609375,27099.609375,1350228.1582,1361197.4516,1348875.6048,1362536.2246,1360836.0781,1361197.4516,1348875.6048,1362488.9147,1350228.1582,2000000
1,2,9.5235999572,9.649653278,13757.683555,13804.993487,27562.677042,27099.609375,27343.75,1350228.1582,1361197.4516,1348875.6048,1348731.2312,1360836.0781,1361197.4516,1348875.6048,1348731.2312,1350228.1582,2000000
1,2,9.5807995473,9.8720157018,1975.8919992,14297.738883,16273.630882,27099.609375,27099.609375,1350228.1582,1346899.7128,1348875.6048,1348731.2312,1360836.0781,1361197.4516,1346899.7128,1348731.2312,1350228.1582,2000000
1,1,9.2006716288,9.2006716288,13953.885566,13953.885566,13953.885566,26855.46875,13916.015625,1350228.1582,1346899.7128,1348875.6048,1348731.2312,1346882.1925,1361197.4516,1346899.7128,1348731.2312,1350228.1582,2000000
1,1,9.8663254906,9.8663254906,16117.694435,16117.694435,16117.694435,27343.75,15991.210938,1350228.1582,1346899.7128,1348875.6048,1348731.2312,1346882.1925,1345079.7572,1346899.7128,1348731.2312,1350228.1582,2000000
1,2,9.0385209968,9.4048821668,10687.070475,14015.515879,24702.586354,13427.734375,13427.734375,1350228.1582,1336212.6423,1348875.6048,1348731.2312,1346882.1925,1345079.7572,1346899.7128,1348731.2312,1336212.6423,2000000
1,1,9.050523103,9.050523103,13501.928661,13501.928661,13501.928661,13549.804688,13549.804688,1350228.1582,1336212.6423,1335373.6761,1348731.2312,1346882.1925,1345079.7572,1346899.7128,1348731.2312,1336212.6423,2000000
1,2,9.2006716288,9.2280388892,11837.83177,13686.870395,25524.702165,26855.46875,27343.75,1350228.1582,1336212.6423,1335373.6761,1348731.2312,1335044.3608,1345079.7572,1346899.7128,1335044.3608,1336212.6423,2000000
1,1,9.8474174913,9.8474174913,15987.809002,15987.809002,15987.809002,27099.609375,15991.210938,1334240.3492,1336212.6423,1335373.6761,1348731.2312,1335044.3608,1345079.7572,1346899.7128,1335044.3608,1336212.6423,2000000
1,2,9.0843854457,10.08886779,1792.6621055,15479.5325,17272.194606,27099.609375,13549.804688,1334240.3492,1336212.6423,1335373.6761,1333251.6987,1335044.3608,1345079.7572,1346899.7128,1333251.6987,1336212.6423,2000000
1,2,9.2191517162,10.354287088,4730.2449495,15417.315424,20147.560374,26855.46875,14038.085938,1334240.3492,1336212.6423,1335373.6761,1333251.6987,1335044.3608,1345079.7572,1331482.3973,1333251.6987,1331482.3973,2000000
1,2,9.5807995473,10.199605725,2600.5515573,16197.91143,18798.462987,27099.609375,15136.71875,1334240.3492,1336212.6423,1335373.6761,1333251.6987,1335044.3608,1328881.8458,1328881.8458,1333251.6987,1331482.3973,2000000
1,2,9.8474174913,9.8565854313,11726.721819,13699.014941,25425.73676,27099.609375,27099.609375,1322513.6273,1322513.6273,1335373.6761,1333251.6987,1335044.3608,1328881.8458,1328881.8458,1333251.6987,1331482.3973,2000000
1,1,9.050523103,9.050523103,13529.787001,13529.787001,13529.787001,13549.804688,13549.804688,1322513.6273,1322513.6273,1321843.8891,1333251.6987,1335044.3608,1328881.8458,1328881.8458,1333251.6987,1331482.3973,2000000
1,1,9.2006716288,9.2006716288,14015.358279,14015.358279,14015.358279,26855.46875,13916.015625,1322513.6273,1322513.6273,1321843.8891,1333251.6987,1321029.0025,1328881.8458,1328881.8458,1333251.6987,1331482.3973,2000000
1,2,9.5235999572,9.649653278,13671.037926,13671.037926,27342.075851,27099.609375,27343.75,1322513.6273,1322513.6273,1321843.8891,1319580.6607,1321029.0025,1328881.8458,1328881.8458,1319580.6607,1331482.3973,2000000
1,2,9.5807995473,9.9926392565,11517.408575,14117.960133,25635.368708,27099.609375,28320.3125,1322513.6273,1322513.6273,1321843.8891,1319580.6607,1321029.0025,1328881.8458,1317364.4372,1319580.6607,1317364.4372,2000000
1,1,9.8663254906,9.8663254906,16059.485197,16059.485197,16059.485197,27343.75,15991.210938,1322513.6273,1322513.6273,1321843.8891,1319580.6607,1321029.0025,1312822.3606,1317364.4372,1319580.6607,1317364.4372,2000000
1,2,9.050523103,9.817441833,12908.631729,13578.369976,26487.001706,13549.804688,13549.804688,1322513.6273,1308935.2574,1308935.2574,1319580.6607,1321029.0025,1312822.3606,1317364.4372,1319580.6607,1317364.4372,2000000
1,2,9.0385209968,9.5228078117,2077.1677668,14170.912885,16248.080652,13427.734375,13427.734375,1322513.6273,1306858.0896,1308935.2574,1319580.6607,1306858.0896,1312822.3606,1317364.4372,1319580.6607,1317364.4372,2000000
1,1,9.8474174913,9.8474174913,15982.525526,15982.525526,15982.525526,27099.609375,15991.210938,1306531.1018,1306858.0896,1308935.2574,1319580.6607,1306858.0896,1312822.3606,1317364.4372,1319580.6607,1317364.4372,2000000
1,2,9.8663254906,9.9792318014,7051.2919758,13809.592128,20860.884104,27343.75,27587.890625,1306531.1018,1306858.0896,1308935.2574,1319580.6607,1306858.0896,1305771.0686,1317364.4372,1305771.0686,1317364.4372,2000000
1,2,9.8474174913,9.8658871918,2073.3525786,15122.911494,17196.264073,27099.609375,30029.296875,1304457.7492,1306858.0896,1308935.2574,1304457.7492,1306858.0896,1305771.0686,1317364.4372,1305771.0686,1317364.4372,2000000
1,2,9.0385209968,9.4048821668,3509.6286586,14015.976261,17525.60492,13427.734375,13427.734375,1304457.7492,1303348.4609,1308935.2574,1304457.7492,1306858.0896,1305771.0686,1317364.4372,1305771.0686,1303348.4609,2000000
1,2,9.0385209968,10.414294252,2068.302001,16084.278262,18152.580263,13427.734375,13427.734375,1304457.7492,1301280.1589,1308935.2574,1304457.7492,1306858.0896,1305771.0686,1301280.1589,1305771.0686,1303348.4609,2000000
1,1,9.050523103,9.050523103,13581.481552,13581.481552,13581.481552,13549.804688,13549.804688,1304457.7492,1301280.1589,1295353.7758,1304457.7492,1306858.0896,1305771.0686,1301280.1589,1305771.0686,1303348.4609,2000000
1,2,9.050523103,9.7298357436,2688.1120836,14192.425869,16880.537953,13549.804688,13549.804688,1304457.7492,1301280.1589,1292665.6637,1304457.7492,1292665.6637,1305771.0686,1301280.1589,1305771.0686,1303348.4609,2000000
1,2,9.8663254906,9.9792318014,13708.045886,13708.045886,27416.091772,27343.75,27587.890625,1304457.7492,1301280.1589,1292665.6637,1304457.7492,1292665.6637,1292063.0227,1301280.1589,1292063.0227,1303348.4609,2000000
1,2,9.8474174913,9.8658871918,14968.143119,14968.143119,29936.286237,27099.609375,30029.296875,1289489.6061,1301280.1589,1292665.6637,1289489.6061,1292665.6637,1292063.0227,1301280.1589,1292063.0227,1303348.4609,2000000
1,2,9.8663254906,10.297325938,3627.6183499,14913.056572,18540.674922,27343.75,28320.3125,1289489.6061,1301280.1589,1292665.6637,1289489.6061,1292665.6637,1288435.4044,1301280.1589,1292063.0227,1288435.4044,2000000
1,2,9.8663254906,10.196115446,2201.9159743,15046.670545,17248.58652,27343.75,27343.75,1289489.6061,1286233.4884,1292665.6637,1289489.6061,1292665.6637,1286233.4884,1301280.1589,1292063.0227,1288435.4044,2000000
1,2,9.050523103,10.137230075,6627.4362642,15241.931474,21869.367738,13549.804688,13549.804688,1289489.6061,1286233.4884,1286038.2275,1289489.6061,1292665.6637,1286233.4884,1286038.2275,1292063.0227,1288435.4044,2000000
0,1,9.5807995473,0.51816445367,7378.3931507,14005.829415,21384.222566,27099.609375,28076.171875,1289489.6061,1286233.4884,1286038.2275,1289489.6061,1278659.8343,1286233.4884,1278659.8343,1292063.0227,1288435.4044,2000000
1,2,9.5235999572,9.649653278,11175.996342,13749.412941,24925.409283,27099.609375,27343.75,1289489.6061,1286233.4884,1286038.2275,1278313.6098,1278659.8343,1286233.4884,1278659.8343,1278313.6098,1288435.4044,2000000
1,2,9.5235999572,9.5291407865,3901.1035455,14022.898136,17924.001682,27099.609375,28076.171875,1289489.6061,1286233.4884,1286038.2275,1274412.5062,1278659.8343,1286233.4884,1278659.8343,1278313.6098,1274412.5062,2000000
1,2,9.0843854457,10.651462929,5149.45668,16325.453022,21474.909702,27099.609375,13549.804688,1273164.1531,1286233.4884,1286038.2275,1274412.5062,1278659.8343,1286233.4884,1278659.8343,1273164.1531,1274412.5062,2000000
1,2,9.050523103,9.817441833,13343.902507,13539.163435,26883.065942,13549.804688,13549.804688,1273164.1531,1272694.325,1272694.325,1274412.5062,1278659.8343,1286233.4884,1278659.8343,1273164.1531,1274412.5062,2000000
1,1,9.8663254906,9.8663254906,16015.114235,16015.114235,16015.114235,27343.75,15991.210938,1273164.1531,1272694.325,1272694.325,1274412.5062,1278659.8343,1270218.3742,1278659.8343,1273164.1531,1274412.5062,2000000
1,2,9.050523103,9.7298357436,8078.6260861,14044.135442,22122.761528,13549.804688,13549.804688,1273164.1531,1272694.325,1264615.6989,1274412.5062,1264615.6989,1270218.3742,1278659.8343,1273164.1531,1274412.5062,2000000
1,2,9.5235999572,10.218856286,11045.323235,15292.651318,26337.974553,27099.609375,14892.578125,1273164.1531,1272694.325,1264615.6989,1263367.183,1264615.6989,1270218.3742,1263367.183,1273164.1531,1274412.5062,2000000
1,2,9.5235999572,9.5291407865,3084.3925366,14129.715772,17214.108308,27099.609375,28076.171875,1273164.1531,1272694.325,1264615.6989,1260282.7905,1264615.6989,1270218.3742,1263367.183,1273164.1531,1260282.7905,2000000
1,2,9.8474174913,9.8884308833,13676.568051,13676.568051,27353.136102,27099.609375,27343.75,1259487.585,1272694.325,1264615.6989,1260282.7905,1264615.6989,1270218.3742,1263367.183,1259487.585,1260282.7905,2000000
1,2,9.8663254906,10.196115446,11319.084633,13795.035433,25114.120066,27343.75,27343.75,1259487.585,1258899.2895,1264615.6989,1260282.7905,1264615.6989,1258899.2895,1263367.183,1259487.585,1260282.7905,2000000
1,2,9.2006716288,9.5796872177,13584.738953,13584.738953,27169.477905,26855.46875,27099.609375,1259487.585,1258899.2895,1251030.9599,1260282.7905,1251030.9599,1258899.2895,1263367.183,1259487.585,1260282.7905,2000000
1,1,9.5807995473,9.5807995473,15113.523429,15113.523429,15113.523429,27099.609375,15136.71875,1259487.585,1258899.2895,1251030.9599,1260282.7905,1251030.9599,1258899.2895,1248253.6596,1259487.585,1260282.7905,2000000
1,2,9.5807995473,9.9926392565,2590.3701431,14619.501036,17209.871179,27099.609375,28320.3125,1259487.585,1258899.2895,1251030.9599,1260282.7905,1251030.9599,1258899.2895,1245663.2894,1259487.585,1245663.2894,2000000
1,2,9.2006716288,9.2280388892,5192.2671676,13648.892294,18841.159461,26855.46875,27343.75,1259487.585,1258899.2895,1251030.9599,1260282.7905,1245838.6927,1258899.2895,1245663.2894,1245838.6927,1245663.2894,2000000
1,2,9.0843854457,9.4015995098,760.39959274,13820.996366,14581.395959,27099.609375,27099.609375,1259487.585,1245078.2932,1251030.9599,1260282.7905,1245838.6927,1258899.2895,1245663.2894,1245078.2932,1245663.2894,2000000
1,2,9.8663254906,10.408796201,13677.006441,15060.507376,28737.513817,27343.75,30273.4375,1259487.585,1245078.2932,1251030.9599,1245222.2831,1245838.6927,1245222.2831,1245663.2894,1245078.2932,1245663.2894,2000000
1,2,9.5807995473,10.445173314,2584.9946192,16409.290241,18994.284861,27099.609375,15136.71875,1243078.2948,1245078.2932,1251030.9599,1245222.2831,1245838.6927,1245222.2831,1243078.2948,1245078.2932,1245663.2894,2000000
1,2,9.2006716288,9.5796872177,8364.3955202,13556.662688,21921.058208,26855.46875,27099.609375,1243078.2948,1245078.2932,1237474.2972,1245222.2831,1237474.2972,1245222.2831,1243078.2948,1245078.2932,1245663.2894,2000000
1,2,9.0843854457,9.6479551274,13526.851574,14111.847838,27638.699411,27099.609375,13549.804688,1243078.2948,1245078.2932,1237474.2972,1245222.2831,1237474.2972,1245222.2831,1243078.2948,1231551.4416,1231551.4416,2000000
1,2,9.2006716288,9.3606571797,5891.2960928,13495.29202,19386.588113,26855.46875,26855.46875,1243078.2948,1231583.0011,1237474.2972,1245222.2831,1231583.0011,1245222.2831,1243078.2948,1231551.4416,1231551.4416,2000000
1,1,9.5235999572,9.5235999572,14896.457976,14896.457976,14896.457976,27099.609375,14892.578125,1243078.2948,1231583.0011,1237474.2972,1230325.8251,1231583.0011,1245222.2831,1243078.2948,1231551.4416,1231551.4416,2000000
1,2,9.0385209968,11.023919939,3457.8136018,17097.095546,20554.909148,13427.734375,13427.734375,1243078.2948,1228125.1875,1237474.2972,1230325.8251,1231583.0011,1228125.1875,1243078.2948,1231551.4416,1231551.4416,2000000
1,2,9.2191517162,10.354287088,4059.068472,15585.921691,19644.990163,26855.46875,14038.085938,1243078.2948,1228125.1875,1237474.2972,1230325.8251,1231583.0011,1228125.1875,1227492.3731,1231551.4416,1227492.3731,2000000
1,2,9.0385209968,10.665481926,1948.9291306,16902.036398,18850.965528,13427.734375,13427.734375,1226176.2584,1226176.2584,1237474.2972,1230325.8251,1231583.0011,1228125.1875,1227492.3731,1231551.4416,1227492.3731,2000000
1,2,9.8663254906,9.8663353139,4497.5287629,13846.638458,18344.16722,27343.75,27343.75,1226176.2584,1226176.2584,1223627.6588,1230325.8251,1231583.0011,1223627.6588,1227492.3731,1231551.4416,1227492.3731,2000000
1,2,9.5807995473,9.6465599277,9589.7841649,13648.852637,23238.636802,27099.609375,27343.75,1226176.2584,1226176.2584,1223627.6588,1230325.8251,1231583.0011,1223627.6588,1217902.5889,1217902.5889,1227492.3731,2000000
1,2,9.5807995473,9.7188360825,1040.6882474,14721.100438,15761.788685,27099.609375,28076.171875,1226176.2584,1226176.2584,1223627.6588,1230325.8251,1216861.9007,1223627.6588,1216861.9007,1217902.5889,1227492.3731,2000000
1,2,9.8663254906,10.408796201,8514.0108093,15212.177142,23726.187952,27343.75,30273.4375,1226176.2584,1226176.2584,1223627.6588,1215113.648,1216861.9007,1215113.648,1216861.9007,1217902.5889,1227492.3731,2000000
1,2,9.0843854457,9.6479551274,4460.0924888,14049.876654,18509.969143,27099.609375,13549.804688,1226176.2584,1226176.2584,1223627.6588,1215113.648,1216861.9007,1215113.648,1216861.9007,1213442.4965,1213442.4965,2000000
1,2,9.0843854457,9.4015995098,1036.8771332,13770.63908,14807.516213,27099.609375,27099.609375,1226176.2584,1212405.6193,1223627.6588,1215113.648,1216861.9007,1215113.648,1216861.9007,1212405.6193,1213442.4965,2000000
1,2,9.8663254906,10.564773184,5191.5255955,16254.136037,21445.661633,27343.75,15991.210938,1209922.1224,1212405.6193,1223627.6588,1215113.648,1216861.9007,1209922.1224,1216861.9007,1212405.6193,1213442.4965,2000000
1,2,9.8474174913,10.105164458,1624.6512874,15330.187692,16954.83898,27099.609375,27343.75,1208297.4711,1212405.6193,1208297.4711,1215113.648,1216861.9007,1209922.1224,1216861.9007,1212405.6193,1213442.4965,2000000
