Success,Sent messages,Starting distance,One used energy,Node energy 1,Node energy 2,Node energy 3,Node energy 4,Node energy 5,Node energy 6,Node energy 7,Node energy 8,Node energy 9,Node energy 10,Node energy 11,Node energy 12,Node energy 13,Node energy 14,Node energy 15,Node energy 16,Node energy 17,Node energy 18,Node energy 19,Node energy 20,Node energy 21,Node energy 22,Node energy 23,Node energy 24,Node energy 25
1,2,0.25,59.3662262,95524.4064,92080.3547,90773.5348,89172.1725,88272.6192,91977.9301,86954.4268,84636.9505,82132.5064,80098.4383,90722.3225,84326.8156,81684.2079,81810.7367,78814.6019,90781.7841,83730.0539,82607.9607,83423.5549,78950.8104,87911.1767,81626.6298,78513.0024,77903.6045,100000
1,5,1.03077641,49.6387482,95524.4064,92080.3547,90773.5348,89172.1725,88272.6192,91977.9301,86954.4268,84636.9505,82132.5064,80098.4383,90722.3225,84326.8156,81684.2079,81810.7367,78814.6019,90732.1453,83680.4152,82607.9607,83423.5549,78950.8104,87861.5379,81576.9911,78513.0024,77903.6045,100000
1,11,1.41421356,58.889389,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,80098.4383,90722.3225,84267.9262,81684.2079,81810.7367,78814.6019,90732.1453,83680.4152,82607.9607,83364.6655,78950.8104,87802.6485,81576.9911,78513.0024,77844.7151,100000
1,3,0.5,45.9432602,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,80098.4383,90722.3225,84267.9262,81684.2079,81810.7367,78768.6586,90732.1453,83680.4152,82607.9607,83364.6655,78904.8672,87802.6485,81576.9911,78513.0024,77844.7151,100000
1,4,0.75,60.0814819,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,80038.3568,90722.3225,84267.9262,81684.2079,81810.7367,78708.5772,90732.1453,83680.4152,82607.9607,83364.6655,78844.7857,87802.6485,81576.9911,78513.0024,77844.7151,100000
0,6,1.11803399,47.0638275,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,80038.3568,90675.2586,84220.8624,81684.2079,81810.7367,78708.5772,90685.0815,83633.3513,82607.9607,83364.6655,78844.7857,87755.5847,81576.9911,78513.0024,77844.7151,100000
1,4,0.75,60.0814819,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,79978.2753,90675.2586,84220.8624,81684.2079,81810.7367,78648.4957,90685.0815,83633.3513,82607.9607,83364.6655,78784.7042,87755.5847,81576.9911,78513.0024,77844.7151,100000
1,4,0.75,60.0814819,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,79978.2753,90675.2586,84220.8624,81684.2079,81810.7367,78648.4957,90685.0815,83633.3513,82607.9607,83364.6655,78784.7042,87755.5847,81516.9096,78452.9209,77784.6336,100000
1,4,0.790569415,35.8104706,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,79978.2753,90675.2586,84220.8624,81684.2079,81810.7367,78648.4957,90685.0815,83597.5409,82572.1502,83364.6655,78784.7042,87755.5847,81516.9096,78417.1104,77784.6336,100000
1,7,0.707106781,28.0857086,95465.517,92021.4653,90714.6454,89172.1725,88272.6192,91919.0407,86895.5374,84578.0611,82132.5064,79978.2753,90675.2586,84220.8624,81656.1222,81782.6509,78620.41,90685.0815,83597.5409,82544.0645,83336.5798,78756.6185,87755.5847,81516.9096,78417.1104,77784.6336,100000
1,8,1.11803399,47.0638275,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90675.2586,84220.8624,81656.1222,81735.5871,78573.3461,90685.0815,83597.5409,82544.0645,83336.5798,78756.6185,87755.5847,81516.9096,78417.1104,77784.6336,100000
1,2,0.25,59.3662262,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90675.2586,84220.8624,81656.1222,81735.5871,78573.3461,90685.0815,83597.5409,82544.0645,83336.5798,78756.6185,87755.5847,81516.9096,78417.1104,77725.2674,100000
1,2,0.25,59.3662262,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90675.2586,84220.8624,81656.1222,81735.5871,78573.3461,90685.0815,83597.5409,82544.0645,83336.5798,78697.2523,87755.5847,81516.9096,78417.1104,77725.2674,100000
1,6,0.559016994,25.1054764,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90675.2586,84220.8624,81656.1222,81710.4816,78548.2407,90685.0815,83597.5409,82544.0645,83311.4743,78672.1468,87755.5847,81516.9096,78417.1104,77700.1619,100000
0,3,0.353553391,20.0390816,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90675.2586,84220.8624,81656.1222,81710.4816,78548.2407,90685.0815,83597.5409,82544.0645,83291.4352,78672.1468,87755.5847,81516.9096,78417.1104,77680.1229,100000
0,3,0.559016994,25.1054764,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90675.2586,84220.8624,81656.1222,81685.3762,78523.1352,90685.0815,83597.5409,82544.0645,83291.4352,78672.1468,87755.5847,81516.9096,78417.1104,77680.1229,100000
1,7,1.11803399,47.0638275,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90628.1948,84220.8624,81656.1222,81685.3762,78523.1352,90638.0177,83597.5409,82497.0007,83244.3714,78672.1468,87708.5209,81516.9096,78417.1104,77633.059,100000
0,2,0.25,59.3662262,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91919.0407,86895.5374,84530.9973,82132.5064,79931.2115,90628.1948,84220.8624,81656.1222,81685.3762,78523.1352,90638.0177,83597.5409,82497.0007,83244.3714,78612.7806,87708.5209,81516.9096,78417.1104,77633.059,100000
1,9,1.25,51.2123108,95465.517,92021.4653,90667.5816,89125.1087,88225.5554,91867.8284,86844.3251,84479.785,82081.2941,79931.2115,90576.9825,84220.8624,81604.9099,81685.3762,78523.1352,90638.0177,83597.5409,82445.7884,83244.3714,78612.7806,87708.5209,81465.6973,78417.1104,77633.059,100000
1,9,1.11803399,47.0638275,95465.517,92021.4653,90620.5177,89078.0449,88178.4916,91867.8284,86844.3251,84432.7211,82034.2302,79931.2115,90576.9825,84220.8624,81604.9099,81685.3762,78476.0714,90638.0177,83597.5409,82398.7246,83244.3714,78612.7806,87708.5209,81465.6973,78417.1104,77585.9952,100000
1,5,0.707106781,28.0857086,95465.517,92021.4653,90620.5177,89078.0449,88178.4916,91867.8284,86844.3251,84432.7211,82034.2302,79931.2115,90576.9825,84220.8624,81576.8242,81657.2905,78476.0714,90638.0177,83597.5409,82370.6388,83244.3714,78612.7806,87708.5209,81465.6973,78389.0247,77585.9952,100000
0,3,1,79.202652,95465.517,92021.4653,90620.5177,89078.0449,88099.2889,91867.8284,86844.3251,84432.7211,82034.2302,79852.0088,90576.9825,84220.8624,81576.8242,81657.2905,78476.0714,90638.0177,83597.5409,82370.6388,83244.3714,78612.7806,87708.5209,81465.6973,78389.0247,77585.9952,100000
1,9,1.25,51.2123108,95465.517,91970.253,90569.3054,89026.8326,88099.2889,91867.8284,86793.1128,84381.5088,82034.2302,79852.0088,90576.9825,84169.6501,81525.6119,81657.2905,78476.0714,90638.0177,83597.5409,82319.4265,83244.3714,78612.7806,87708.5209,81465.6973,78389.0247,77585.9952,100000
1,6,1.06066017,42.0331955,95465.517,91970.253,90569.3054,89026.8326,88099.2889,91867.8284,86751.0796,84339.4756,81992.197,79852.0088,90576.9825,84169.6501,81483.5787,81657.2905,78434.0382,90638.0177,83597.5409,82319.4265,83244.3714,78612.7806,87708.5209,81465.6973,78389.0247,77585.9952,100000
1,8,1.11803399,47.0638275,95465.517,91970.253,90522.2416,88979.7688,88052.2251,91867.8284,86751.0796,84292.4118,81945.1332,79852.0088,90576.9825,84169.6501,81483.5787,81610.2266,78434.0382,90638.0177,83597.5409,82272.3627,83244.3714,78612.7806,87708.5209,81465.6973,78389.0247,77585.9952,100000
1,3,1,79.202652,95465.517,91970.253,90522.2416,88979.7688,87973.0225,91867.8284,86751.0796,84292.4118,81945.1332,79772.8062,90576.9825,84169.6501,81483.5787,81610.2266,78434.0382,90638.0177,83597.5409,82272.3627,83244.3714,78612.7806,87708.5209,81465.6973,78389.0247,77585.9952,100000
1,7,0.901387819,36.0488892,95465.517,91970.253,90522.2416,88979.7688,87973.0225,91867.8284,86751.0796,84256.3629,81909.0843,79772.8062,90576.9825,84169.6501,81447.5298,81610.2266,78434.0382,90638.0177,83597.5409,82236.3138,83244.3714,78576.7317,87708.5209,81465.6973,78352.9758,77585.9952,100000
1,8,0.707106781,28.0857086,95465.517,91970.253,90522.2416,88979.7688,87973.0225,91867.8284,86751.0796,84256.3629,81909.0843,79772.8062,90576.9825,84169.6501,81419.4441,81582.1409,78405.9525,90638.0177,83597.5409,82208.2281,83216.2857,78548.646,87708.5209,81465.6973,78352.9758,77557.9095,100000
1,12,1.41421356,58.889389,95406.6277,91911.3636,90522.2416,88920.8794,87973.0225,91808.939,86692.1902,84197.4735,81909.0843,79713.9168,90518.0931,84169.6501,81360.5547,81523.2515,78405.9525,90638.0177,83597.5409,82208.2281,83216.2857,78548.646,87708.5209,81465.6973,78352.9758,77499.0201,100000
1,8,1.11803399,47.0638275,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84150.4097,81909.0843,79713.9168,90518.0931,84169.6501,81313.4909,81476.1877,78358.8886,90638.0177,83597.5409,82208.2281,83216.2857,78548.646,87708.5209,81465.6973,78352.9758,77499.0201,100000
0,6,0.901387819,36.0488892,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84114.3608,81873.0354,79713.9168,90518.0931,84169.6501,81277.442,81440.1388,78358.8886,90638.0177,83597.5409,82172.1792,83216.2857,78548.646,87708.5209,81465.6973,78352.9758,77499.0201,100000
1,3,0.5,45.9432602,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84114.3608,81873.0354,79713.9168,90518.0931,84169.6501,81277.442,81440.1388,78358.8886,90638.0177,83597.5409,82172.1792,83216.2857,78548.646,87708.5209,81465.6973,78307.0326,77453.0768,100000
1,4,0.559016994,25.1054764,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84114.3608,81873.0354,79713.9168,90518.0931,84169.6501,81277.442,81440.1388,78358.8886,90638.0177,83597.5409,82147.0737,83216.2857,78548.646,87708.5209,81465.6973,78281.9271,77427.9714,100000
1,3,0.5,45.9432602,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84114.3608,81873.0354,79713.9168,90518.0931,84169.6501,81277.442,81440.1388,78312.9454,90638.0177,83597.5409,82147.0737,83216.2857,78502.7027,87708.5209,81465.6973,78281.9271,77427.9714,100000
1,2,0.25,59.3662262,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84114.3608,81873.0354,79713.9168,90518.0931,84169.6501,81277.442,81440.1388,78312.9454,90638.0177,83597.5409,82147.0737,83216.2857,78502.7027,87708.5209,81465.6973,78281.9271,77368.6051,100000
1,4,0.75,60.0814819,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84114.3608,81873.0354,79653.8353,90518.0931,84169.6501,81277.442,81440.1388,78252.8639,90638.0177,83597.5409,82147.0737,83216.2857,78442.6212,87708.5209,81465.6973,78281.9271,77368.6051,100000
1,5,1,79.202652,95406.6277,91911.3636,90475.1778,88873.8155,87925.9586,91808.939,86692.1902,84114.3608,81873.0354,79653.8353,90518.0931,84169.6501,81277.442,81440.1388,78252.8639,90638.0177,83597.5409,82147.0737,83216.2857,78442.6212,87629.3182,81386.4946,78202.7245,77289.4025,100000
1,8,1.11803399,47.0638275,95406.6277,91911.3636,90428.1139,88826.7517,87878.8948,91808.939,86692.1902,84067.297,81825.9716,79606.7715,90518.0931,84169.6501,81277.442,81393.075,78252.8639,90638.0177,83597.5409,82147.0737,83216.2857,78442.6212,87629.3182,81386.4946,78202.7245,77289.4025,100000
0,4,0.75,60.0814819,95406.6277,91911.3636,90428.1139,88826.7517,87878.8948,91808.939,86692.1902,84067.297,81825.9716,79546.69,90518.0931,84169.6501,81277.442,81393.075,78192.7824,90638.0177,83597.5409,82147.0737,83216.2857,78382.5397,87629.3182,81386.4946,78202.7245,77289.4025,100000
1,3,0.5,45.9432602,95406.6277,91911.3636,90428.1139,88826.7517,87878.8948,91808.939,86692.1902,84067.297,81825.9716,79546.69,90518.0931,84169.6501,81277.442,81393.075,78192.7824,90638.0177,83597.5409,82147.0737,83216.2857,78382.5397,87629.3182,81386.4946,78156.7812,77243.4592,100000
1,2,0.25,59.3662262,95406.6277,91911.3636,90428.1139,88826.7517,87878.8948,91808.939,86692.1902,84067.297,81825.9716,79546.69,90518.0931,84169.6501,81277.442,81393.075,78192.7824,90638.0177,83597.5409,82147.0737,83216.2857,78323.1735,87629.3182,81386.4946,78156.7812,77243.4592,100000
1,7,1.03077641,49.6387482,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84067.297,81825.9716,79497.0512,90518.0931,84169.6501,81277.442,81343.4362,78143.1437,90638.0177,83597.5409,82147.0737,83216.2857,78323.1735,87629.3182,81386.4946,78156.7812,77193.8205,100000
1,2,0.25,59.3662262,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84067.297,81825.9716,79497.0512,90518.0931,84169.6501,81277.442,81343.4362,78143.1437,90638.0177,83597.5409,82147.0737,83216.2857,78263.8073,87629.3182,81386.4946,78156.7812,77193.8205,100000
1,3,0.707106781,28.0857086,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84067.297,81825.9716,79497.0512,90518.0931,84169.6501,81249.3563,81343.4362,78143.1437,90638.0177,83597.5409,82147.0737,83216.2857,78263.8073,87629.3182,81386.4946,78156.7812,77165.7348,100000
1,6,1.03077641,49.6387482,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84067.297,81825.9716,79497.0512,90518.0931,84169.6501,81249.3563,81343.4362,78143.1437,90588.3789,83547.9021,82147.0737,83216.2857,78263.8073,87579.6795,81336.8559,78107.1424,77165.7348,100000
1,3,0.5,45.9432602,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84067.297,81825.9716,79497.0512,90518.0931,84169.6501,81249.3563,81343.4362,78097.2004,90588.3789,83547.9021,82147.0737,83216.2857,78217.864,87579.6795,81336.8559,78107.1424,77165.7348,100000
1,4,0.353553391,20.0390816,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84067.297,81825.9716,79497.0512,90518.0931,84169.6501,81249.3563,81343.4362,78097.2004,90588.3789,83547.9021,82147.0737,83196.2466,78197.825,87579.6795,81336.8559,78107.1424,77145.6957,100000
1,8,0.901387819,36.0488892,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84031.2481,81789.9227,79461.0023,90518.0931,84169.6501,81213.3074,81307.3874,78061.1515,90588.3789,83547.9021,82147.0737,83196.2466,78197.825,87579.6795,81336.8559,78107.1424,77109.6468,100000
1,5,1,79.202652,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84031.2481,81789.9227,79461.0023,90518.0931,84169.6501,81213.3074,81307.3874,78061.1515,90588.3789,83547.9021,82147.0737,83196.2466,78197.825,87500.4768,81257.6532,78027.9398,77030.4441,100000
1,4,0.353553391,20.0390816,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86692.1902,84031.2481,81789.9227,79461.0023,90518.0931,84169.6501,81213.3074,81307.3874,78061.1515,90588.3789,83547.9021,82147.0737,83176.2075,78177.7859,87500.4768,81257.6532,78027.9398,77010.4051,100000
1,9,1.06066017,42.0331955,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86650.157,83989.2149,81747.8895,79461.0023,90518.0931,84169.6501,81171.2742,81265.3542,78019.1183,90588.3789,83505.8689,82105.0406,83176.2075,78177.7859,87500.4768,81257.6532,78027.9398,77010.4051,100000
1,4,0.353553391,20.0390816,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86650.157,83989.2149,81747.8895,79461.0023,90518.0931,84169.6501,81171.2742,81265.3542,78019.1183,90588.3789,83505.8689,82105.0406,83156.1685,78157.7468,87500.4768,81257.6532,78027.9398,76990.366,100000
1,8,1.06066017,42.0331955,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90518.0931,84127.6169,81129.241,81265.3542,78019.1183,90588.3789,83463.8357,82063.0074,83156.1685,78157.7468,87500.4768,81257.6532,78027.9398,76990.366,100000
1,4,0.559016994,25.1054764,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90518.0931,84127.6169,81129.241,81240.2487,77994.0128,90588.3789,83463.8357,82063.0074,83156.1685,78157.7468,87500.4768,81257.6532,78027.9398,76965.2605,100000
1,2,0.353553391,20.0390816,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90518.0931,84127.6169,81129.241,81240.2487,77994.0128,90588.3789,83463.8357,82063.0074,83136.1294,78157.7468,87500.4768,81257.6532,78027.9398,76965.2605,100000
1,5,0.707106781,28.0857086,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90518.0931,84127.6169,81101.1553,81212.163,77994.0128,90588.3789,83463.8357,82034.9216,83136.1294,78157.7468,87500.4768,81257.6532,77999.8541,76965.2605,100000
1,3,0.5,45.9432602,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90518.0931,84127.6169,81101.1553,81212.163,77948.0696,90588.3789,83463.8357,82034.9216,83136.1294,78111.8035,87500.4768,81257.6532,77999.8541,76965.2605,100000
1,6,0.707106781,28.0857086,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90518.0931,84127.6169,81073.0696,81212.163,77948.0696,90588.3789,83463.8357,82006.8359,83108.0437,78083.7178,87500.4768,81257.6532,77971.7684,76965.2605,100000
1,10,1.11803399,47.0638275,95406.6277,91911.3636,90428.1139,88777.113,87829.2561,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90471.0293,84080.5531,81073.0696,81212.163,77948.0696,90541.3151,83416.7719,81959.7721,83060.9798,78083.7178,87453.413,81210.5894,77971.7684,76918.1967,100000
1,3,1,79.202652,95406.6277,91911.3636,90428.1139,88777.113,87750.0534,91808.939,86608.1238,83947.1817,81705.8563,79461.0023,90471.0293,84080.5531,81073.0696,81212.163,77868.8669,90541.3151,83416.7719,81959.7721,83060.9798,78083.7178,87453.413,81210.5894,77971.7684,76918.1967,100000
1,5,0.901387819,36.0488892,95406.6277,91911.3636,90428.1139,88777.113,87750.0534,91808.939,86608.1238,83911.1328,81705.8563,79424.9535,90471.0293,84080.5531,81073.0696,81176.1141,77868.8669,90541.3151,83416.7719,81959.7721,83024.931,78083.7178,87453.413,81210.5894,77971.7684,76918.1967,100000
1,5,0.559016994,25.1054764,95406.6277,91911.3636,90428.1139,88777.113,87750.0534,91808.939,86608.1238,83911.1328,81705.8563,79424.9535,90471.0293,84080.5531,81073.0696,81151.0086,77843.7614,90541.3151,83416.7719,81959.7721,82999.8255,78058.6123,87453.413,81210.5894,77971.7684,76918.1967,100000
1,4,1,79.202652,95406.6277,91911.3636,90428.1139,88777.113,87670.8508,91808.939,86608.1238,83911.1328,81705.8563,79345.7508,90471.0293,84080.5531,81073.0696,81151.0086,77843.7614,90541.3151,83416.7719,81959.7721,82999.8255,77979.4097,87453.413,81210.5894,77971.7684,76918.1967,100000
1,7,1.25,51.2123108,95406.6277,91911.3636,90428.1139,88777.113,87670.8508,91757.7267,86556.9115,83911.1328,81705.8563,79345.7508,90419.817,84029.3407,81021.8573,81151.0086,77843.7614,90490.1028,83416.7719,81959.7721,82999.8255,77979.4097,87453.413,81210.5894,77971.7684,76918.1967,100000
1,9,1.25,51.2123108,95406.6277,91911.3636,90428.1139,88777.113,87670.8508,91706.5144,86505.6992,83911.1328,81705.8563,79345.7508,90368.6047,83978.1284,81021.8573,81099.7963,77843.7614,90490.1028,83416.7719,81959.7721,82999.8255,77979.4097,87402.2007,81210.5894,77920.5561,76866.9844,100000
1,10,1.25,51.2123108,95406.6277,91860.1513,90376.9016,88725.9007,87670.8508,91706.5144,86505.6992,83859.9205,81654.644,79345.7508,90368.6047,83926.9161,81021.8573,81048.584,77843.7614,90490.1028,83416.7719,81959.7721,82948.6132,77979.4097,87402.2007,81210.5894,77869.3438,76866.9844,100000
1,4,1,79.202652,95406.6277,91860.1513,90376.9016,88725.9007,87591.6481,91706.5144,86505.6992,83859.9205,81654.644,79266.5482,90368.6047,83926.9161,81021.8573,81048.584,77764.5588,90490.1028,83416.7719,81959.7721,82948.6132,77979.4097,87402.2007,81210.5894,77869.3438,76866.9844,100000
1,4,0.75,60.0814819,95406.6277,91860.1513,90376.9016,88725.9007,87591.6481,91706.5144,86505.6992,83859.9205,81654.644,79206.4667,90368.6047,83926.9161,81021.8573,81048.584,77704.4773,90490.1028,83416.7719,81959.7721,82948.6132,77919.3282,87402.2007,81210.5894,77869.3438,76866.9844,100000
1,6,0.901387819,36.0488892,95406.6277,91860.1513,90376.9016,88725.9007,87591.6481,91706.5144,86505.6992,83859.9205,81654.644,79206.4667,90368.6047,83890.8672,80985.8084,81048.584,77704.4773,90490.1028,83416.7719,81923.7232,82948.6132,77919.3282,87402.2007,81174.5405,77869.3438,76830.9355,100000
1,4,0.75,60.0814819,95406.6277,91860.1513,90376.9016,88725.9007,87591.6481,91706.5144,86505.6992,83859.9205,81654.644,79206.4667,90368.6047,83890.8672,80985.8084,81048.584,77704.4773,90490.1028,83416.7719,81923.7232,82948.6132,77919.3282,87402.2007,81114.459,77809.2623,76770.854,100000
1,5,0.559016994,25.1054764,95406.6277,91860.1513,90376.9016,88725.9007,87591.6481,91706.5144,86505.6992,83859.9205,81654.644,79206.4667,90368.6047,83890.8672,80985.8084,81023.4785,77679.3718,90490.1028,83416.7719,81923.7232,82923.5077,77919.3282,87402.2007,81114.459,77809.2623,76745.7485,100000
1,6,0.790569415,35.8104706,95406.6277,91860.1513,90376.9016,88725.9007,87591.6481,91706.5144,86505.6992,83859.9205,81654.644,79206.4667,90368.6047,83890.8672,80985.8084,81023.4785,77679.3718,90490.1028,83380.9614,81887.9128,82887.6972,77919.3282,87402.2007,81078.6486,77773.4518,76745.7485,100000
1,13,1.41421356,58.889389,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86446.8098,83801.0311,81595.7546,79206.4667,90368.6047,83831.9778,80985.8084,80964.5891,77620.4824,90490.1028,83322.072,81887.9128,82887.6972,77919.3282,87343.3113,81078.6486,77773.4518,76745.7485,100000
1,3,0.75,60.0814819,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86446.8098,83801.0311,81595.7546,79206.4667,90368.6047,83831.9778,80985.8084,80964.5891,77620.4824,90490.1028,83322.072,81887.9128,82887.6972,77919.3282,87343.3113,81018.5671,77713.3703,76745.7485,100000
1,5,0.901387819,36.0488892,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86446.8098,83764.9822,81595.7546,79206.4667,90368.6047,83831.9778,80949.7595,80964.5891,77584.4336,90490.1028,83322.072,81887.9128,82887.6972,77919.3282,87343.3113,81018.5671,77677.3214,76745.7485,100000
1,6,0.901387819,36.0488892,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86446.8098,83764.9822,81595.7546,79206.4667,90368.6047,83795.929,80949.7595,80964.5891,77584.4336,90490.1028,83286.0231,81851.8639,82851.6483,77919.3282,87343.3113,80982.5182,77677.3214,76745.7485,100000
1,9,1.06066017,42.0331955,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86404.7766,83722.949,81595.7546,79164.4335,90368.6047,83753.8958,80949.7595,80922.5559,77542.4004,90490.1028,83286.0231,81851.8639,82809.6151,77919.3282,87343.3113,80982.5182,77635.2882,76745.7485,100000
1,7,1.11803399,47.0638275,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86404.7766,83722.949,81595.7546,79164.4335,90321.5408,83706.8319,80949.7595,80875.4921,77542.4004,90443.0389,83238.9593,81851.8639,82809.6151,77919.3282,87343.3113,80935.4544,77635.2882,76745.7485,100000
1,2,0.25,59.3662262,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86404.7766,83722.949,81595.7546,79164.4335,90321.5408,83706.8319,80949.7595,80875.4921,77542.4004,90443.0389,83238.9593,81851.8639,82809.6151,77859.962,87343.3113,80935.4544,77635.2882,76745.7485,100000
1,5,0.559016994,25.1054764,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86404.7766,83722.949,81595.7546,79164.4335,90321.5408,83706.8319,80949.7595,80875.4921,77542.4004,90443.0389,83238.9593,81826.7584,82784.5097,77834.8565,87343.3113,80935.4544,77610.1828,76745.7485,100000
1,4,0.790569415,35.8104706,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91647.625,86404.7766,83722.949,81595.7546,79164.4335,90321.5408,83706.8319,80949.7595,80875.4921,77542.4004,90443.0389,83203.1488,81790.9479,82784.5097,77834.8565,87343.3113,80935.4544,77610.1828,76709.938,100000
1,8,1.25,51.2123108,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91596.4127,86353.5643,83722.949,81595.7546,79113.2212,90270.3285,83655.6196,80949.7595,80875.4921,77542.4004,90443.0389,83203.1488,81739.7356,82784.5097,77834.8565,87343.3113,80884.2421,77610.1828,76709.938,100000
1,3,0.5,45.9432602,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91596.4127,86353.5643,83722.949,81595.7546,79113.2212,90270.3285,83655.6196,80949.7595,80875.4921,77542.4004,90443.0389,83203.1488,81739.7356,82784.5097,77834.8565,87343.3113,80884.2421,77564.2395,76663.9948,100000
1,2,0.25,59.3662262,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91596.4127,86353.5643,83722.949,81595.7546,79113.2212,90270.3285,83655.6196,80949.7595,80875.4921,77542.4004,90443.0389,83203.1488,81739.7356,82784.5097,77834.8565,87343.3113,80884.2421,77564.2395,76604.6286,100000
1,2,0.25,59.3662262,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91596.4127,86353.5643,83722.949,81595.7546,79113.2212,90270.3285,83655.6196,80949.7595,80875.4921,77542.4004,90443.0389,83203.1488,81739.7356,82784.5097,77834.8565,87343.3113,80884.2421,77564.2395,76545.2623,100000
1,2,0.25,59.3662262,95347.7383,91801.2619,90376.9016,88667.0113,87591.6481,91596.4127,86353.5643,83722.949,81595.7546,79113.2212,90270.3285,83655.6196,80949.7595,80875.4921,77542.4004,90443.0389,83203.1488,81739.7356,82784.5097,77775.4903,87343.3113,80884.2421,77564.2395,76545.2623,100000
