Success,Hop-number,Starting distance,Travel sum,Min used energy,Max used energy,Sum used energy,Optimal sum energy,Node energy 1,Node energy 2,Node energy 3,Node energy 4,Node energy 5,Node energy 6,Node energy 7,Node energy 8,Node energy 9,Node energy 10
1,2,0.4769069878,0.4774369521,24.18854708,24.18854708,48.37709416,48.828125,198152.5599,198334.1055,198576.4803,198128.3891,198152.5599,198297.7229,198418.8652,198346.2116,198128.3891,200000
0,0,0.4769069878,0,24.18559437,24.18559437,24.18559437,48.828125,198152.5599,198334.1055,198576.4803,198104.2035,198152.5599,198297.7229,198418.8652,198346.2116,198128.3891,200000
1,1,0.8379049459,0.8379049459,121.201465,121.201465,121.201465,122.0703125,198152.5599,198334.1055,198455.2789,198104.2035,198152.5599,198297.7229,198418.8652,198346.2116,198128.3891,200000
1,2,1.191961616,1.205224298,60.51566251,181.6578966,242.1735591,292.96875,198152.5599,198334.1055,198455.2789,198104.2035,198152.5599,198237.2073,198237.2073,198346.2116,198128.3891,200000
1,2,1.191961616,1.205224298,145.193267,145.193267,290.3865341,292.96875,198152.5599,198334.1055,198455.2789,198104.2035,198152.5599,198092.014,198092.014,198346.2116,198128.3891,200000
1,1,0.1674478818,0.1674478818,12.09279719,12.09279719,12.09279719,12.20703125,198152.5599,198334.1055,198455.2789,198104.2035,198152.5599,198092.014,198092.014,198346.2116,198116.2963,200000
1,2,0.815818586,0.8179068637,48.39628637,84.6599072,133.0561936,122.0703125,198067.9,198334.1055,198455.2789,198104.2035,198152.5599,198092.014,198092.014,198346.2116,198067.9,200000
1,2,0.8719440632,0.8868434135,60.45288513,120.9988404,181.4517255,146.484375,198067.9,198334.1055,198455.2789,198104.2035,198031.5611,198092.014,198031.5611,198346.2116,198067.9,200000
1,2,0.3686789599,0.563944452,12.08688727,326.737386,338.8242733,48.828125,198067.9,198334.1055,198455.2789,198104.2035,198019.4742,198092.014,198031.5611,198019.4742,198067.9,200000
1,2,0.4202910085,0.4232085871,24.1722991,338.8035931,362.9758922,48.828125,198067.9,197995.3019,198455.2789,198104.2035,198019.4742,198092.014,198031.5611,197995.3019,198067.9,200000
1,1,0.060130074,0.060130074,12.08467419,12.08467419,12.08467419,12.20703125,198067.9,197983.2172,198455.2789,198104.2035,198019.4742,198092.014,198031.5611,197995.3019,198067.9,200000
1,2,0.3686789599,0.4926956802,24.1722991,72.59811952,96.77041862,48.828125,198067.9,197983.2172,198455.2789,198104.2035,197995.3019,198092.014,198031.5611,197995.3019,197995.3019,200000
1,1,0.8379049459,0.8379049459,121.1274895,121.1274895,121.1274895,122.0703125,198067.9,197983.2172,198334.1514,198104.2035,197995.3019,198092.014,198031.5611,197995.3019,197995.3019,200000
1,2,1.191961616,1.653717157,157.1775013,399.314889,556.4923903,292.96875,198067.9,197983.2172,197934.8365,198104.2035,197995.3019,197934.8365,198031.5611,197995.3019,197995.3019,200000
1,2,1.191961616,1.205224298,72.48590203,169.2105182,241.6964203,292.96875,198067.9,197983.2172,197934.8365,198104.2035,197995.3019,197862.3506,197862.3506,197995.3019,197995.3019,200000
